country,date,arrivals,arrivals_male,arrivals_female
DNK,2020-05-01,0,0,0
DNK,2020-06-01,2,2,0
DNK,2020-07-01,35,30,5
DNK,2020-08-01,20,10,10
DNK,2020-09-01,19,15,4
DNK,2020-10-01,28,26,2
DNK,2020-11-01,24,19,5
DNK,2020-12-01,12,6,6
DNK,2021-01-01,26,18,8
DNK,2021-02-01,17,17,0
DNK,2021-03-01,21,18,3
DNK,2021-04-01,34,27,7
DNK,2021-05-01,11,10,1
DNK,2021-06-01,10,9,1
DNK,2021-07-01,14,10,4
DNK,2021-08-01,35,25,10
DNK,2021-09-01,39,32,7
DNK,2021-10-01,30,21,9
DNK,2021-11-01,36,32,4
DNK,2021-12-01,58,47,11
DNK,2022-01-01,127,93,34
DNK,2022-02-01,59,48,11
DNK,2022-03-01,106,80,26
DNK,2022-04-01,519,358,161
DNK,2022-05-01,620,412,208
DNK,2022-06-01,741,503,238
DNK,2022-07-01,1501,849,652
DNK,2022-08-01,1012,624,388
DNK,2022-09-01,1082,675,407
DNK,2022-10-01,1219,777,442
DNK,2022-11-01,1218,805,413
DNK,2022-12-01,1086,657,429
DNK,2023-01-01,1714,984,730
DNK,2023-02-01,1965,1142,823
DNK,2023-03-01,1844,1053,791
DNK,2023-04-01,1621,954,667
DNK,2023-05-01,1138,772,366
DNK,2023-06-01,1025,643,382
DNK,2023-07-01,2362,1329,1033
DNK,2023-08-01,1194,739,455
DNK,2023-09-01,1282,829,453
DNK,2023-10-01,1618,985,633
DNK,2023-11-01,1583,1032,551
DOM,2020-01-01,23,13,10
DOM,2020-02-01,35,23,12
DOM,2020-03-01,6,4,2
DOM,2020-04-01,0,0,0
DOM,2020-05-01,0,0,0
DOM,2020-06-01,0,0,0
DOM,2020-07-01,1,1,0
DOM,2020-08-01,0,0,0
DOM,2020-09-01,0,0,0
DOM,2020-10-01,0,0,0
DOM,2020-11-01,0,0,0
DOM,2020-12-01,0,0,0
DOM,2021-01-01,0,0,0
DOM,2021-02-01,0,0,0
DOM,2021-03-01,0,0,0
DOM,2021-04-01,0,0,0
DOM,2021-05-01,0,0,0
DOM,2021-06-01,0,0,0
DOM,2021-07-01,0,0,0
DOM,2021-08-01,0,0,0
DOM,2021-09-01,0,0,0
DOM,2021-10-01,0,0,0
DOM,2021-11-01,0,0,0
DOM,2021-12-01,1,1,0
DOM,2022-01-01,1,1,0
DOM,2022-02-01,0,0,0
DOM,2022-03-01,0,0,0
DOM,2022-04-01,0,0,0
DOM,2022-05-01,14,4,10
DOM,2022-06-01,9,5,4
DOM,2022-07-01,17,10,7
DOM,2022-08-01,13,7,6
DOM,2022-09-01,9,4,5
DOM,2022-10-01,42,20,22
DOM,2022-11-01,8,8,0
DOM,2022-12-01,14,6,8
DOM,2023-01-01,14,9,5
DOM,2023-02-01,23,11,12
DOM,2023-03-01,70,41,29
DOM,2023-04-01,37,19,18
DOM,2023-05-01,22,14,8
DOM,2023-06-01,21,13,8
DOM,2023-07-01,18,9,9
DOM,2023-08-01,19,11,8
DOM,2023-09-01,36,14,22
DOM,2023-10-01,22,10,12
DOM,2023-11-01,96,47,49
DZA,2020-01-01,783,570,213
DZA,2020-02-01,916,659,257
DZA,2020-03-01,367,268,99
DZA,2020-04-01,0,0,0
DZA,2020-05-01,0,0,0
DZA,2020-06-01,1,1,0
DZA,2020-07-01,4,2,2
DZA,2020-08-01,5,4,1
DZA,2020-09-01,2,2,0
DZA,2020-10-01,1,1,0
DZA,2020-11-01,4,3,1
DZA,2020-12-01,9,7,2
DZA,2021-01-01,9,5,4
DZA,2021-02-01,4,3,1
DZA,2021-03-01,4,2,2
DZA,2021-04-01,3,2,1
DZA,2021-05-01,4,4,0
DZA,2021-06-01,11,7,4
DZA,2021-07-01,3,1,2
DZA,2021-08-01,12,5,7
DZA,2021-09-01,26,12,14
DZA,2021-10-01,11,9,2
DZA,2021-11-01,26,18,8
DZA,2021-12-01,45,35,10
DZA,2022-01-01,50,37,13
DZA,2022-02-01,47,32,15
DZA,2022-03-01,54,36,18
DZA,2022-04-01,119,87,32
DZA,2022-05-01,225,158,67
DZA,2022-06-01,222,136,86
DZA,2022-07-01,289,166,123
DZA,2022-08-01,929,490,439
DZA,2022-09-01,501,303,198
DZA,2022-10-01,451,313,138
DZA,2022-11-01,491,359,132
DZA,2022-12-01,322,219,103
DZA,2023-01-01,500,336,164
DZA,2023-02-01,404,280,124
DZA,2023-03-01,414,304,110
DZA,2023-04-01,289,205,84
DZA,2023-05-01,656,437,219
DZA,2023-06-01,503,335,168
DZA,2023-07-01,1172,641,531
DZA,2023-08-01,3192,1608,1584
DZA,2023-09-01,1716,1072,644
DZA,2023-10-01,1186,768,418
DZA,2023-11-01,795,536,259
ECU,2020-01-01,107,48,59
ECU,2020-02-01,80,40,40
ECU,2020-03-01,15,7,8
ECU,2020-04-01,0,0,0
ECU,2020-05-01,0,0,0
ECU,2020-06-01,1,0,1
ECU,2020-07-01,1,0,1
ECU,2020-08-01,0,0,0
ECU,2020-09-01,0,0,0
ECU,2020-10-01,0,0,0
ECU,2020-11-01,1,1,0
ECU,2020-12-01,1,1,0
ECU,2021-01-01,0,0,0
ECU,2021-02-01,0,0,0
ECU,2021-03-01,0,0,0
ECU,2021-04-01,1,1,0
ECU,2021-05-01,2,2,0
ECU,2021-06-01,0,0,0
ECU,2021-07-01,0,0,0
ECU,2021-08-01,1,0,1
ECU,2021-09-01,0,0,0
ECU,2021-10-01,1,1,0
ECU,2021-11-01,0,0,0
ECU,2021-12-01,3,3,0
ECU,2022-01-01,2,2,0
ECU,2022-02-01,0,0,0
ECU,2022-03-01,2,1,1
ECU,2022-04-01,28,16,12
ECU,2022-05-01,31,14,17
ECU,2022-06-01,29,16,13
ECU,2022-07-01,42,17,25
ECU,2022-08-01,66,28,38
ECU,2022-09-01,57,29,28
ECU,2022-10-01,99,57,42
ECU,2022-11-01,50,28,22
ECU,2022-12-01,51,22,29
ECU,2023-01-01,38,16,22
ECU,2023-02-01,56,40,16
ECU,2023-03-01,81,43,38
ECU,2023-04-01,94,50,44
ECU,2023-05-01,60,30,30
ECU,2023-06-01,64,22,42
ECU,2023-07-01,88,47,41
ECU,2023-08-01,102,40,62
ECU,2023-09-01,148,67,81
ECU,2023-10-01,82,48,34
ECU,2023-11-01,123,64,59
EGY,2020-01-01,3079,1928,1151
EGY,2020-02-01,2862,1996,866
EGY,2020-03-01,763,580,183
EGY,2020-04-01,8,7,1
EGY,2020-05-01,13,11,2
EGY,2020-06-01,3,3,0
EGY,2020-07-01,27,18,9
EGY,2020-08-01,30,22,8
EGY,2020-09-01,35,28,7
EGY,2020-10-01,53,39,14
EGY,2020-11-01,28,23,5
EGY,2020-12-01,50,39,11
EGY,2021-01-01,40,30,10
EGY,2021-02-01,56,44,12
EGY,2021-03-01,114,86,28
EGY,2021-04-01,98,75,23
EGY,2021-05-01,76,59,17
EGY,2021-06-01,50,36,14
EGY,2021-07-01,52,39,13
EGY,2021-08-01,81,61,20
EGY,2021-09-01,73,54,19
EGY,2021-10-01,165,125,40
EGY,2021-11-01,213,160,53
EGY,2021-12-01,271,206,65
EGY,2022-01-01,342,248,94
EGY,2022-02-01,270,210,60
EGY,2022-03-01,234,177,57
EGY,2022-04-01,648,458,190
EGY,2022-05-01,1266,894,372
EGY,2022-06-01,1136,775,361
EGY,2022-07-01,1290,798,492
EGY,2022-08-01,1915,1235,680
EGY,2022-09-01,1999,1354,645
EGY,2022-10-01,2073,1444,629
EGY,2022-11-01,1525,1044,481
EGY,2022-12-01,1634,1030,604
EGY,2023-01-01,1669,1144,525
EGY,2023-02-01,1777,1251,526
EGY,2023-03-01,1556,1212,344
EGY,2023-04-01,1665,1184,481
EGY,2023-05-01,2121,1592,529
EGY,2023-06-01,1864,1292,572
EGY,2023-07-01,2320,1458,862
EGY,2023-08-01,2828,1822,1006
EGY,2023-09-01,2648,1794,854
EGY,2023-10-01,2590,1828,762
EGY,2023-11-01,2218,1547,671
ERI,2020-01-01,31,20,11
ERI,2020-02-01,31,21,10
ERI,2020-03-01,3,3,0
ERI,2020-04-01,0,0,0
ERI,2020-05-01,0,0,0
ERI,2020-06-01,0,0,0
ERI,2020-07-01,0,0,0
ERI,2020-08-01,0,0,0
ERI,2020-09-01,0,0,0
ERI,2020-10-01,0,0,0
ERI,2020-11-01,0,0,0
ERI,2020-12-01,0,0,0
ERI,2021-01-01,0,0,0
ERI,2021-02-01,1,1,0
ERI,2021-03-01,2,1,1
ERI,2021-04-01,1,1,0
ERI,2021-05-01,2,1,1
ERI,2021-06-01,0,0,0
ERI,2021-07-01,0,0,0
ERI,2021-08-01,0,0,0
ERI,2021-09-01,1,1,0
ERI,2021-10-01,2,1,1
ERI,2021-11-01,1,0,1
ERI,2021-12-01,4,2,2
ERI,2022-01-01,1,0,1
ERI,2022-02-01,3,0,3
ERI,2022-03-01,5,4,1
ERI,2022-04-01,9,6,3
ERI,2022-05-01,9,3,6
ERI,2022-06-01,6,2,4
ERI,2022-07-01,8,5,3
ERI,2022-08-01,7,4,3
ERI,2022-09-01,17,9,8
ERI,2022-10-01,19,15,4
ERI,2022-11-01,17,9,8
ERI,2022-12-01,13,6,7
ERI,2023-01-01,12,7,5
ERI,2023-02-01,8,4,4
ERI,2023-03-01,29,18,11
ERI,2023-04-01,18,7,11
ERI,2023-05-01,3,2,1
ERI,2023-06-01,25,14,11
ERI,2023-07-01,13,11,2
ERI,2023-08-01,35,18,17
ERI,2023-09-01,21,10,11
ERI,2023-10-01,13,10,3
ERI,2023-11-01,26,14,12
ESP,2020-01-01,3195,1891,1304
ESP,2020-02-01,2883,1720,1163
ESP,2020-03-01,1428,825,603
ESP,2020-04-01,0,0,0
ESP,2020-05-01,0,0,0
ESP,2020-06-01,3,1,2
ESP,2020-07-01,22,18,4
ESP,2020-08-01,19,10,9
ESP,2020-09-01,8,5,3
ESP,2020-10-01,12,6,6
ESP,2020-11-01,14,12,2
ESP,2020-12-01,28,17,11
ESP,2021-01-01,20,13,7
ESP,2021-02-01,18,15,3
ESP,2021-03-01,27,18,9
ESP,2021-04-01,21,16,5
ESP,2021-05-01,27,23,4
ESP,2021-06-01,14,12,2
ESP,2021-07-01,32,22,10
ESP,2021-08-01,75,45,30
ESP,2021-09-01,43,32,11
ESP,2021-10-01,19,13,6
ESP,2021-11-01,44,31,13
ESP,2021-12-01,44,30,14
ESP,2022-01-01,274,200,74
ESP,2022-02-01,134,110,24
ESP,2022-03-01,121,88,33
ESP,2022-04-01,599,366,233
ESP,2022-05-01,996,652,344
ESP,2022-06-01,1490,943,547
ESP,2022-07-01,3745,1959,1786
ESP,2022-08-01,6259,3232,3027
ESP,2022-09-01,3090,1714,1376
ESP,2022-10-01,3712,2333,1379
ESP,2022-11-01,2808,1650,1158
ESP,2022-12-01,1993,1146,847
ESP,2023-01-01,2607,1536,1071
ESP,2023-02-01,2203,1373,830
ESP,2023-03-01,2778,1632,1146
ESP,2023-04-01,3082,1710,1372
ESP,2023-05-01,2364,1443,921
ESP,2023-06-01,2213,1313,900
ESP,2023-07-01,6252,3193,3059
ESP,2023-08-01,10124,5151,4973
ESP,2023-09-01,5142,2804,2338
ESP,2023-10-01,4129,2326,1803
ESP,2023-11-01,4466,2720,1746
EST,2020-01-01,482,258,224
EST,2020-02-01,713,346,367
EST,2020-03-01,209,98,111
EST,2020-04-01,0,0,0
EST,2020-05-01,0,0,0
EST,2020-06-01,0,0,0
EST,2020-07-01,6,6,0
EST,2020-08-01,1,1,0
EST,2020-09-01,0,0,0
EST,2020-10-01,0,0,0
EST,2020-11-01,3,3,0
EST,2020-12-01,1,1,0
EST,2021-01-01,1,1,0
EST,2021-02-01,0,0,0
EST,2021-03-01,2,2,0
EST,2021-04-01,3,3,0
EST,2021-05-01,4,3,1
EST,2021-06-01,1,1,0
EST,2021-07-01,0,0,0
EST,2021-08-01,0,0,0
EST,2021-09-01,4,1,3
EST,2021-10-01,1,1,0
EST,2021-11-01,7,7,0
EST,2021-12-01,4,3,1
EST,2022-01-01,7,4,3
EST,2022-02-01,4,2,2
EST,2022-03-01,9,8,1
EST,2022-04-01,32,17,15
EST,2022-05-01,50,31,19
EST,2022-06-01,47,22,25
EST,2022-07-01,39,20,19
EST,2022-08-01,87,37,50
EST,2022-09-01,99,64,35
EST,2022-10-01,161,90,71
EST,2022-11-01,172,99,73
EST,2022-12-01,305,133,172
EST,2023-01-01,343,177,166
EST,2023-02-01,535,283,252
EST,2023-03-01,428,219,209
EST,2023-04-01,216,130,86
EST,2023-05-01,173,93,80
EST,2023-06-01,95,50,45
EST,2023-07-01,126,65,61
EST,2023-08-01,117,56,61
EST,2023-09-01,148,94,54
EST,2023-10-01,264,133,131
EST,2023-11-01,376,193,183
ETH,2020-01-01,48,29,19
ETH,2020-02-01,39,26,13
ETH,2020-03-01,13,6,7
ETH,2020-04-01,0,0,0
ETH,2020-05-01,0,0,0
ETH,2020-06-01,0,0,0
ETH,2020-07-01,3,3,0
ETH,2020-08-01,2,1,1
ETH,2020-09-01,1,1,0
ETH,2020-10-01,0,0,0
ETH,2020-11-01,0,0,0
ETH,2020-12-01,3,3,0
ETH,2021-01-01,0,0,0
ETH,2021-02-01,0,0,0
ETH,2021-03-01,9,8,1
ETH,2021-04-01,4,2,2
ETH,2021-05-01,8,4,4
ETH,2021-06-01,4,2,2
ETH,2021-07-01,3,1,2
ETH,2021-08-01,1,1,0
ETH,2021-09-01,5,5,0
ETH,2021-10-01,4,2,2
ETH,2021-11-01,10,2,8
ETH,2021-12-01,3,2,1
ETH,2022-01-01,15,9,6
ETH,2022-02-01,5,5,0
ETH,2022-03-01,13,8,5
ETH,2022-04-01,6,4,2
ETH,2022-05-01,26,23,3
ETH,2022-06-01,20,14,6
ETH,2022-07-01,37,17,20
ETH,2022-08-01,35,20,15
ETH,2022-09-01,26,14,12
ETH,2022-10-01,60,52,8
ETH,2022-11-01,35,22,13
ETH,2022-12-01,20,13,7
ETH,2023-01-01,36,23,13
ETH,2023-02-01,32,26,6
ETH,2023-03-01,22,19,3
ETH,2023-04-01,21,14,7
ETH,2023-05-01,41,21,20
ETH,2023-06-01,39,24,15
ETH,2023-07-01,54,25,29
ETH,2023-08-01,50,25,25
ETH,2023-09-01,51,30,21
ETH,2023-10-01,61,42,19
ETH,2023-11-01,37,27,10
FIN,2020-01-01,2424,1288,1136
FIN,2020-02-01,2498,1308,1190
FIN,2020-03-01,786,443,343
FIN,2020-04-01,2,2,0
FIN,2020-05-01,2,1,1
FIN,2020-06-01,0,0,0
FIN,2020-07-01,8,6,2
FIN,2020-08-01,10,5,5
FIN,2020-09-01,8,4,4
FIN,2020-10-01,2,1,1
FIN,2020-11-01,5,5,0
FIN,2020-12-01,8,7,1
FIN,2021-01-01,9,6,3
FIN,2021-02-01,12,8,4
FIN,2021-03-01,15,13,2
FIN,2021-04-01,6,4,2
FIN,2021-05-01,11,11,0
FIN,2021-06-01,7,5,2
FIN,2021-07-01,16,13,3
FIN,2021-08-01,16,12,4
FIN,2021-09-01,24,20,4
FIN,2021-10-01,12,7,5
FIN,2021-11-01,19,18,1
FIN,2021-12-01,36,25,11
FIN,2022-01-01,48,31,17
FIN,2022-02-01,24,20,4
FIN,2022-03-01,59,35,24
FIN,2022-04-01,277,180,97
FIN,2022-05-01,378,245,133
FIN,2022-06-01,374,251,123
FIN,2022-07-01,384,220,164
FIN,2022-08-01,318,195,123
FIN,2022-09-01,427,288,139
FIN,2022-10-01,715,417,298
FIN,2022-11-01,906,502,404
FIN,2022-12-01,881,494,387
FIN,2023-01-01,1245,724,521
FIN,2023-02-01,1163,665,498
FIN,2023-03-01,1125,634,491
FIN,2023-04-01,813,454,359
FIN,2023-05-01,558,342,216
FIN,2023-06-01,485,285,200
FIN,2023-07-01,602,340,262
FIN,2023-08-01,506,309,197
FIN,2023-09-01,583,371,212
FIN,2023-10-01,790,431,359
FIN,2023-11-01,1042,592,450
FJI,2020-01-01,237,122,115
FJI,2020-02-01,112,69,43
FJI,2020-03-01,29,15,14
FJI,2020-04-01,0,0,0
FJI,2020-05-01,0,0,0
FJI,2020-06-01,0,0,0
FJI,2020-07-01,0,0,0
FJI,2020-08-01,1,1,0
FJI,2020-09-01,0,0,0
FJI,2020-10-01,0,0,0
FJI,2020-11-01,1,0,1
FJI,2020-12-01,5,3,2
FJI,2021-01-01,0,0,0
FJI,2021-02-01,0,0,0
FJI,2021-03-01,1,0,1
FJI,2021-04-01,1,1,0
FJI,2021-05-01,0,0,0
FJI,2021-06-01,0,0,0
FJI,2021-07-01,0,0,0
FJI,2021-08-01,0,0,0
FJI,2021-09-01,0,0,0
FJI,2021-10-01,0,0,0
FJI,2021-11-01,2,0,2
FJI,2021-12-01,6,4,2
FJI,2022-01-01,2,0,2
FJI,2022-02-01,4,3,1
FJI,2022-03-01,3,1,2
FJI,2022-04-01,29,13,16
FJI,2022-05-01,35,19,16
FJI,2022-06-01,72,51,21
FJI,2022-07-01,105,49,56
FJI,2022-08-01,87,46,41
FJI,2022-09-01,134,70,64
FJI,2022-10-01,181,99,82
FJI,2022-11-01,109,68,41
FJI,2022-12-01,167,93,74
FJI,2023-01-01,139,62,77
FJI,2023-02-01,105,57,48
FJI,2023-03-01,150,83,67
FJI,2023-04-01,177,96,81
FJI,2023-05-01,210,124,86
FJI,2023-06-01,185,85,100
FJI,2023-07-01,215,117,98
FJI,2023-08-01,256,145,111
FJI,2023-09-01,325,174,151
FJI,2023-10-01,239,118,121
FJI,2023-11-01,189,100,89
FRA,2020-01-01,12753,7853,4900
FRA,2020-02-01,14414,8544,5870
FRA,2020-03-01,6280,3756,2524
FRA,2020-04-01,3,2,1
FRA,2020-05-01,7,7,0
FRA,2020-06-01,26,21,5
FRA,2020-07-01,64,42,22
FRA,2020-08-01,121,73,48
FRA,2020-09-01,87,60,27
FRA,2020-10-01,80,50,30
FRA,2020-11-01,46,37,9
FRA,2020-12-01,58,38,20
FRA,2021-01-01,119,88,31
FRA,2021-02-01,52,38,14
FRA,2021-03-01,79,64,15
FRA,2021-04-01,68,54,14
FRA,2021-05-01,80,60,20
FRA,2021-06-01,50,41,9
FRA,2021-07-01,102,75,27
FRA,2021-08-01,423,248,175
FRA,2021-09-01,250,173,77
FRA,2021-10-01,185,123,62
FRA,2021-11-01,171,125,46
FRA,2021-12-01,398,272,126
FRA,2022-01-01,677,491,186
FRA,2022-02-01,413,287,126
FRA,2022-03-01,630,469,161
FRA,2022-04-01,3129,2039,1090
FRA,2022-05-01,4967,3145,1822
FRA,2022-06-01,4908,3113,1795
FRA,2022-07-01,9552,5448,4104
FRA,2022-08-01,13949,7759,6190
FRA,2022-09-01,8145,4901,3244
FRA,2022-10-01,9373,5752,3621
FRA,2022-11-01,7046,4663,2383
FRA,2022-12-01,7267,4423,2844
FRA,2023-01-01,9004,5392,3612
FRA,2023-02-01,10655,6407,4248
FRA,2023-03-01,11311,6709,4602
FRA,2023-04-01,10501,6113,4388
FRA,2023-05-01,10627,6216,4411
FRA,2023-06-01,8143,4840,3303
FRA,2023-07-01,18945,10359,8586
FRA,2023-08-01,19840,10677,9163
FRA,2023-09-01,10430,6146,4284
FRA,2023-10-01,11030,6646,4384
FRA,2023-11-01,10388,6675,3713
FSM,2020-01-01,3,2,1
FSM,2020-02-01,0,0,0
FSM,2020-03-01,0,0,0
FSM,2020-04-01,0,0,0
FSM,2020-05-01,0,0,0
FSM,2020-06-01,0,0,0
FSM,2020-07-01,0,0,0
FSM,2020-08-01,0,0,0
FSM,2020-09-01,0,0,0
FSM,2020-10-01,0,0,0
FSM,2020-11-01,0,0,0
FSM,2020-12-01,0,0,0
FSM,2021-01-01,0,0,0
FSM,2021-02-01,0,0,0
FSM,2021-03-01,0,0,0
FSM,2021-04-01,0,0,0
FSM,2021-05-01,0,0,0
FSM,2021-06-01,0,0,0
FSM,2021-07-01,0,0,0
FSM,2021-08-01,0,0,0
FSM,2021-09-01,0,0,0
FSM,2021-10-01,0,0,0
FSM,2021-11-01,0,0,0
FSM,2021-12-01,0,0,0
FSM,2022-01-01,0,0,0
FSM,2022-02-01,0,0,0
FSM,2022-03-01,0,0,0
FSM,2022-04-01,0,0,0
FSM,2022-05-01,0,0,0
FSM,2022-06-01,0,0,0
FSM,2022-07-01,0,0,0
FSM,2022-08-01,1,0,1
FSM,2022-09-01,0,0,0
FSM,2022-10-01,1,1,0
FSM,2022-11-01,0,0,0
FSM,2022-12-01,0,0,0
FSM,2023-01-01,0,0,0
FSM,2023-02-01,0,0,0
FSM,2023-03-01,1,0,1
FSM,2023-04-01,0,0,0
FSM,2023-05-01,0,0,0
FSM,2023-06-01,2,1,1
FSM,2023-07-01,0,0,0
FSM,2023-08-01,0,0,0
FSM,2023-09-01,1,1,0
FSM,2023-10-01,1,0,1
FSM,2023-11-01,10,5,5
GAB,2020-01-01,4,2,2
GAB,2020-02-01,6,4,2
GAB,2020-03-01,5,3,2
GAB,2020-04-01,0,0,0
GAB,2020-05-01,0,0,0
GAB,2020-06-01,0,0,0
GAB,2020-07-01,0,0,0
GAB,2020-08-01,1,1,0
GAB,2020-09-01,0,0,0
GAB,2020-10-01,0,0,0
GAB,2020-11-01,0,0,0
GAB,2020-12-01,0,0,0
GAB,2021-01-01,1,1,0
GAB,2021-02-01,0,0,0
GAB,2021-03-01,1,1,0
GAB,2021-04-01,1,1,0
GAB,2021-05-01,0,0,0
GAB,2021-06-01,0,0,0
GAB,2021-07-01,0,0,0
GAB,2021-08-01,0,0,0
GAB,2021-09-01,2,1,1
GAB,2021-10-01,1,1,0
GAB,2021-11-01,1,1,0
GAB,2021-12-01,1,1,0
GAB,2022-01-01,2,1,1
GAB,2022-02-01,1,0,1
GAB,2022-03-01,1,0,1
GAB,2022-04-01,8,1,7
GAB,2022-05-01,1,1,0
GAB,2022-06-01,2,2,0
GAB,2022-07-01,7,5,2
GAB,2022-08-01,17,8,9
GAB,2022-09-01,8,6,2
GAB,2022-10-01,14,8,6
GAB,2022-11-01,1,1,0
GAB,2022-12-01,6,0,6
GAB,2023-01-01,11,7,4
GAB,2023-02-01,2,1,1
GAB,2023-03-01,4,2,2
GAB,2023-04-01,4,4,0
GAB,2023-05-01,13,8,5
GAB,2023-06-01,9,3,6
GAB,2023-07-01,8,6,2
GAB,2023-08-01,9,3,6
GAB,2023-09-01,43,38,5
GAB,2023-10-01,11,4,7
GAB,2023-11-01,12,7,5
GBR,2020-01-01,31639,20025,11614
GBR,2020-02-01,28520,17768,10752
GBR,2020-03-01,13306,8263,5043
GBR,2020-04-01,18,15,3
GBR,2020-05-01,59,56,3
GBR,2020-06-01,101,85,16
GBR,2020-07-01,271,203,68
GBR,2020-08-01,365,224,141
GBR,2020-09-01,246,192,54
GBR,2020-10-01,219,166,53
GBR,2020-11-01,242,201,41
GBR,2020-12-01,190,140,50
GBR,2021-01-01,243,192,51
GBR,2021-02-01,256,225,31
GBR,2021-03-01,238,191,47
GBR,2021-04-01,230,194,36
GBR,2021-05-01,246,214,32
GBR,2021-06-01,149,118,31
GBR,2021-07-01,396,255,141
GBR,2021-08-01,662,381,281
GBR,2021-09-01,369,284,85
GBR,2021-10-01,372,253,119
GBR,2021-11-01,455,347,108
GBR,2021-12-01,1391,904,487
GBR,2022-01-01,1798,1157,641
GBR,2022-02-01,989,679,310
GBR,2022-03-01,1357,993,364
GBR,2022-04-01,8297,5332,2965
GBR,2022-05-01,11114,7310,3804
GBR,2022-06-01,12646,8199,4447
GBR,2022-07-01,20099,11826,8273
GBR,2022-08-01,23627,13994,9633
GBR,2022-09-01,17771,11269,6502
GBR,2022-10-01,23481,14415,9066
GBR,2022-11-01,20416,12976,7440
GBR,2022-12-01,22403,13347,9056
GBR,2023-01-01,25040,15086,9954
GBR,2023-02-01,23886,14643,9243
GBR,2023-03-01,27052,16234,10818
GBR,2023-04-01,28367,16346,12021
GBR,2023-05-01,22963,14011,8952
GBR,2023-06-01,19438,11961,7477
GBR,2023-07-01,33270,19136,14134
GBR,2023-08-01,33345,19164,14181
GBR,2023-09-01,23628,14879,8749
GBR,2023-10-01,26957,16500,10457
GBR,2023-11-01,26501,16709,9792
GEO,2020-01-01,57,30,27
GEO,2020-02-01,57,40,17
GEO,2020-03-01,19,17,2
GEO,2020-04-01,0,0,0
GEO,2020-05-01,0,0,0
GEO,2020-06-01,1,1,0
GEO,2020-07-01,30,30,0
GEO,2020-08-01,3,3,0
GEO,2020-09-01,7,7,0
GEO,2020-10-01,9,8,1
GEO,2020-11-01,7,5,2
GEO,2020-12-01,5,5,0
GEO,2021-01-01,2,2,0
GEO,2021-02-01,1,1,0
GEO,2021-03-01,5,5,0
GEO,2021-04-01,2,2,0
GEO,2021-05-01,0,0,0
GEO,2021-06-01,5,5,0
GEO,2021-07-01,2,2,0
GEO,2021-08-01,9,9,0
GEO,2021-09-01,3,3,0
GEO,2021-10-01,2,1,1
GEO,2021-11-01,2,2,0
GEO,2021-12-01,12,10,2
GEO,2022-01-01,10,10,0
GEO,2022-02-01,1,1,0
GEO,2022-03-01,14,14,0
GEO,2022-04-01,12,8,4
GEO,2022-05-01,26,11,15
GEO,2022-06-01,30,21,9
GEO,2022-07-01,19,12,7
GEO,2022-08-01,50,40,10
GEO,2022-09-01,66,54,12
GEO,2022-10-01,55,36,19
GEO,2022-11-01,45,32,13
GEO,2022-12-01,57,33,24
GEO,2023-01-01,57,34,23
GEO,2023-02-01,85,62,23
GEO,2023-03-01,93,64,29
GEO,2023-04-01,66,37,29
GEO,2023-05-01,62,37,25
GEO,2023-06-01,55,32,23
GEO,2023-07-01,56,39,17
GEO,2023-08-01,59,34,25
GEO,2023-09-01,79,49,30
GEO,2023-10-01,53,30,23
GEO,2023-11-01,64,40,24
GHA,2020-01-01,100,65,35
GHA,2020-02-01,54,43,11
GHA,2020-03-01,21,15,6
GHA,2020-04-01,0,0,0
GHA,2020-05-01,0,0,0
GHA,2020-06-01,0,0,0
GHA,2020-07-01,0,0,0
GHA,2020-08-01,0,0,0
GHA,2020-09-01,5,0,5
GHA,2020-10-01,2,1,1
GHA,2020-11-01,2,1,1
GHA,2020-12-01,6,5,1
GHA,2021-01-01,7,7,0
GHA,2021-02-01,9,9,0
GHA,2021-03-01,9,5,4
GHA,2021-04-01,10,8,2
GHA,2021-05-01,8,6,2
GHA,2021-06-01,7,6,1
GHA,2021-07-01,2,2,0
GHA,2021-08-01,10,5,5
GHA,2021-09-01,5,3,2
GHA,2021-10-01,6,3,3
GHA,2021-11-01,2,1,1
GHA,2021-12-01,9,8,1
GHA,2022-01-01,15,12,3
GHA,2022-02-01,11,8,3
GHA,2022-03-01,5,4,1
GHA,2022-04-01,16,11,5
GHA,2022-05-01,20,15,5
GHA,2022-06-01,26,14,12
GHA,2022-07-01,37,29,8
GHA,2022-08-01,48,33,15
GHA,2022-09-01,62,49,13
GHA,2022-10-01,105,74,31
GHA,2022-11-01,89,42,47
GHA,2022-12-01,73,45,28
GHA,2023-01-01,61,51,10
GHA,2023-02-01,56,40,16
GHA,2023-03-01,80,60,20
GHA,2023-04-01,51,34,17
GHA,2023-05-01,70,53,17
GHA,2023-06-01,58,46,12
GHA,2023-07-01,69,54,15
GHA,2023-08-01,139,87,52
GHA,2023-09-01,126,97,29
GHA,2023-10-01,102,66,36
GHA,2023-11-01,131,88,43
GIB,2020-01-01,0,0,0
GIB,2020-02-01,0,0,0
GIB,2020-03-01,0,0,0
GIB,2020-04-01,0,0,0
GIB,2020-05-01,0,0,0
GIB,2020-06-01,0,0,0
GIB,2020-07-01,0,0,0
GIB,2020-08-01,0,0,0
GIB,2020-09-01,0,0,0
GIB,2020-10-01,0,0,0
GIB,2020-11-01,0,0,0
GIB,2020-12-01,0,0,0
GIB,2021-01-01,0,0,0
